job_title,skill_required,location,link
Associé en entreprise de conseil en affaires,expertise en entreprise de conseil en affaires,Tunisie,EY-page4.pdf
Lab EY Cyber & RPA en Tunisie,expertise en cybersécurité & automatisation des processus,Tunisie,EY-page4.pdf
Collaborateurs,compétences variables selon le poste proposé,Tunisie,EY-page4.pdf
Audit,Financial Accounting Advisory Services,NosmétiersAudit,EY-page5.pdf
Audit,Climate Change and Sustainability Services,NosmétiersAudit,EY-page5.pdf
Audit,Forensic & Integrity Services,NosmétiersAudit,EY-page5.pdf
Audit,Managed Services Consulting,NosmétiersAudit,EY-page5.pdf
Consulting,Financial Transformation Services,NosmétiersAudit,EY-page5.pdf
Consulting,Business Consulting,NosmétiersAudit,EY-page5.pdf
Consulting,Risk & Compliance,NosmétiersAudit,EY-page5.pdf
Consulting,People Consulting,NosmétiersAudit,EY-page5.pdf
Consulting,Technology Solution Delivery,NosmétiersAudit,EY-page5.pdf
Consulting,Innovation,NosmétiersAudit,EY-page5.pdf
Consulting,Technology Risk,NosmétiersAudit,EY-page5.pdf
Consulting,Technology Transformation,NosmétiersAudit,EY-page5.pdf
Consulting,Data & Analytics,NosmétiersAudit,EY-page5.pdf
Consulting,Digital & Emerging Technologies,NosmétiersAudit,EY-page5.pdf
Consulting,Cyber Security Strategy & Transactions,NosmétiersAudit,EY-page5.pdf
Transaction Diligence,Valuation Modeling & Economics,NosmétiersAudit,EY-page5.pdf
Transaction Diligence,Lead Advisory,NosmétiersAudit,EY-page5.pdf
Transaction Diligence,Corporate Growth Strategy,NosmétiersAudit,EY-page5.pdf
Transaction Diligence,Turnaround and Restructuring Strategy,NosmétiersAudit,EY-page5.pdf
Transaction Diligence,Transaction Strategy and Execution,NosmétiersAudit,EY-page5.pdf
TAX,Reporting including Global and Accounting Compliance,NosmétiersAudit,EY-page5.pdf
TAX,Business Tax services and Advisory,NosmétiersAudit,EY-page5.pdf
TAX,International Tax Advisory,NosmétiersAudit,EY-page5.pdf
TAX,Transaction Tax services,NosmétiersAudit,EY-page5.pdf
People Advisory Services,Entity Compliance and Governance services,NosmétiersAudit,EY-page5.pdf
People Advisory Services,Labor & Employment Law Advisory,NosmétiersAudit,EY-page5.pdf
Ingénieur BI,"Collecte et Analyse de données, Vue, Exploitation d'outils d'évaluation",Innovation,EY-page61.pdf
Ingénieur Big Data,Data Science,01,EY-page61.pdf
Ingénieur Master IT,"CH, ITOPERATION, TMT, AMOA/PMO, ARCHITECTURE & CLOUD",GOVTE,EY-page68.pdf
Ingénieur Master IT,"Conception et développement d'outil qui permet de se connecter aux différentes sources de détection des opportunités, fournir notifications en temps réel sur les nouveautés, disposer d'un Dashboard de suivi des opportunités.",,EY-page71.pdf
Ingénieur Master IT,Opportunités ouvertes: 01,,EY-page71.pdf
Ingénieur Master IT,Durée: Jusqu'à 6 mois,,EY-page71.pdf
Ingénieur Master IT,Plus de détails...,,EY-page71.pdf
Ingénieur Master IT,Description Projet:,,EY-page71.pdf
Master Ingénieur IT,middleware oriented messages,,EY-page75.pdf
Master Ingénieur IT,Urbanisation SI avec un focus sur la couche applicative,,EY-page75.pdf
Master Ingénieur IT,Etude & Benchmark différentes solutions,,EY-page75.pdf
Master Ingénieur IT,Durée: Jusqu’6 Mois,,EY-page75.pdf
Master Ingénieur IT,Plus de détails…,,EY-page75.pdf
Master Ingénieur IT,Description Projet:,,EY-page75.pdf
Opportunités ouvertes,middleware oriented messages,01,EY-page75.pdf
Cloud Private Solution Simulation based on Open Source Solution,"Benchmarking of open source cloud solutions, High level architecture document preparation, Virtualization layer setup (hypervisor installation, Network configuration, Storage configuration, cluster configuration), Orchestration layer setup, Implementation of centralized Backup solution",,EY-page78.pdf
Ingénieur IT,"Miseenplaced'unesolutiondevirtualisationhautementdisponible:•Miseenplacedelacouchedevirtualisation(InstallHyperviseur,Configurationréseau,Configurationstockage,Configurationcluster)•BenchmarkdessolutionsdeBackupetréplicationdedonnées•Sizingetpréparationdel'architecturecible(DocumentHLD,selonlesbonnespratiques)•Miseenplacedelasolutioncible",Référence#TechTransfo12,EY-page79.pdf
Ingénieur IT,Opportunitésouvertes:01,Durée:Jusqu’6Mois,EY-page79.pdf
Ingénieur IT,Plusdedétails…DescriptionProjet:,,EY-page79.pdf
Mise en place d'une solution décisionnelle en ressources humaines,"Azure, SQL, PowerBI, R/Python",,EY-page83.pdf
ML-based solution for talent acquisition,"Extraction profils partir LinkedIn selon filtres, Classification profils selon critères recrutement, Remplissage automatique formulaire interface EYTalent, Mise place à tableau bord profils candidats l'aide PowerBI, Environnement technique: NET, Angular, POWERBI, Python, SSISSSMS",,EY-page84.pdf
Ingénieur Développement intelligence artificielle,"NET, Angular, POWERBI, Python","Référence#DATA02, Durée:Jusqu’6Mois, Description Projet:",EY-page84.pdf
AutomatedTestRatingSystem,"Ceprojetporte«DataMining»classificationrésultatstestsautomatisés.Lesystèmeimplémentépermettral'interactionhumaineet/oucontributionàl'algorithme classification.Technologies/outils:IA,Python,PowerBI..Référence#DATA03",,EY-page85.pdf
Ingénieur IT,Opportunitésouvertes:01Durée:Jusqu’6MoisPlusdedétails…DescriptionProjet:,,EY-page85.pdf
Développement modèle Machine Learning la segmentation des clients,"Python, Machine Learning, Supervised Learning, Matplotlib, Power BI",,EY-page86.pdf
Développement modèle Machine Learning segmentation clients,"Python, Machine Learning, Supervised Learning, Matplotlib, Power BI",,EY-page86.pdf
Ingénieur Data Scientist,Python,,EY-page86.pdf
Data Analyst,"PowerBI, VisualStudio, SQLServeur, Cloud","Lamiseplace, France",EY-page87.pdf
Master Ingénieur Datascientist,Data Analyst,,EY-page87.pdf
Audit,master professionnel en comptabilité en CCA,international,EY-page9.pdf
Commissariat comptes,"missions d'Audit, de commissariat compte, conseil à forte valeur ajoutée",international,EY-page9.pdf
Master Ingénieur réseaux sécurité-Cloud (Un profil Anglophone),"Réseaux, Sécurité, Cloud",,EY-page91.pdf
Elaborer un programme d'audit de sécurité d'une plateforme en Cloud fondé sur les normes et les pratiques exemplaires. Cas pratique à exécuter en fonction des missions clients en cours.,"Audit, Sécurité, Cloud",,EY-page91.pdf
Ingénieur réseau sécurité-Cloud (Un profil Anglophone),connaissance approfondie en réseau sécurité-Cloud,non spécifiée,EY-page92.pdf
Ingénieur réseau sécurité-Cloud,"Maîtrise des normes internationales de cyber sécurité (ISO27001/NIST) et des normes de pays cibles tel que Arabie Saoudite: NCAECC/NCACCC, etc. Egypte: Egypt Financial Cyber Security Framework, Qatar, etc.",,EY-page93.pdf
Sous-projet focus Arabie Saoudite,"Maîtrise des normes internationales de cyber sécurité (ISO27001/NIST) et des normes de pays cibles tel que Arabie Saoudite: NCAECC/NCACCC, etc.",,EY-page93.pdf
Sous-projet focus autres pays (Qatar/Egypte/pays à identifier),"Maîtrise des normes internationales de cyber sécurité (ISO27001/NIST) et des normes de pays cibles tel que Qatar, Egypte, pays à identifier",,EY-page93.pdf
Master Ingénieur réseau sécurité,"connaissances approfondies en sécurité informatique, réseau, pare-feu et VPN",,EY-page94.pdf
Master Audit systèmes’information,compétences en audit et en systèmes d'information,,EY-page94.pdf
IT Audit Framework Developer,"Knowledge in IT auditing, expertise in developing frameworks and tools for IT audit projects",,EY-page95.pdf
Infrastructure Layers Auditor,"Knowledge in IT infrastructure layers (OS/DB/Network/DataCenter), ability to use and adapt IT auditing tools",,EY-page95.pdf
Technical Reviewer,"Familiarity with SAP, Oracle or other similar solutions, ability to execute practical cases in ongoing missions",,EY-page95.pdf
Food Taster,Food Tastes,FARKITO,Farkito-page0.pdf
Intern,Graduation,2022-2023,Farkito-page0.pdf
Bookkeeper,Time On,St-Wendel,Farkito-page0.pdf
Digital Transformation Consultant,knowledge of digital solutions,Hotels and Restaurants,Farkito-page2.pdf
Customer Service Representative,customer service experience,Hotels and Restaurants,Farkito-page2.pdf
IT Support Specialist,IT support experience,Hotels and Restaurants,Farkito-page2.pdf
Marketing Specialist,marketing experience,Hotels and Restaurants,Farkito-page2.pdf
Business Analyst,analytical skills,Hotels and Restaurants,Farkito-page2.pdf
Food Ordering Application: Web,"ReactJS, Django framework, Integrating Rest API, Agile processes, Self-starter, team player, quick learner, positive courageous attitude, Passion designing clean, highly-scalable, efficient code, Experienced developing friendly responsive UI, Clear communication ideas whiteboarding, wireframes, mockups or similar",,Farkito-page5.pdf
Dashboard track on activities users,Designing,,Farkito-page6.pdf
Project Manager,"Evaluate existing product, detect strengths & weaknesses, define, maintain graphic components, design, produce mock-ups, creation layout, print web communication media, image retouching, build planning on MS Project, create user story on JIRA, assure communication between team members, represent project events, following established agile processes, other interesting tasks",,Farkito-page6.pdf
Designer,"Experience using Adobe Photoshop and Adobe XD, a self-starter, team player, quick learner with positive and courageous attitude, passion for designing clean, clear communication of ideas using whiteboarding, wireframes, and mockups. Experience working in a startup environment",,Farkito-page6.pdf
Agile Experienced Developer,"Experience with Agile, self-starter, team player, quick learner with positive and courageous attitude, basics of JIRA and Excel, clear communication of ideas using whiteboarding, wireframes, and mockups",,Farkito-page6.pdf
Agile Experienced Developer,"Experience with Gitlab and AWS, self-starter, team player, quick learner with positive and courageous attitude, basics of JIRA and Excel, clear communication of ideas using whiteboarding, wireframes, and mockups",,Farkito-page6.pdf
Contract IP We Legal Intern,"Contract Management, Intellectual Property","French, English",Farkito-page7.pdf
Business Developer,"Business Development, Marketing, Communication",,Farkito-page7.pdf
Digital Marketer,"Content creation: blog posts, social networks, Campaign creation sending mailing newsletter, Strategic planning: content planning calendar management (campaigns, improvements), Assistance departments in communication supports, Preparation sales pitches sale team, Market research customer targeting, Support management maintenance development the commercial strategy, Prospecting telephone follow-up prospects, Basics marketing, Clear communication ideas",,Farkito-page8.pdf
Back-End Developer,"Design, develop, test, maintain scalable REST API, Build sophisticated back-end infrastructures, Manage individual project priorities deadlines, Self-start, team player, quick learner positive courageous attitude, Passion designing clean, highly-scalable, efficient code, Major: Computer Science, Computer Information Systems, Computer Engineering, Experience developing software web-based applications, Experience Python, Django, Django rest framework, Postgresql, Git, CI/CD, Clear communication ideas whiteboarding, wireframes, mockups or similar",,Farkito-page8.pdf
Software Developer,"backend development, database management, API development",remote,FINANSYA-page2.pdf
Data Analyst,"data analysis, statistical modeling, data visualization",remote,FINANSYA-page2.pdf
Product Manager,"product management, market analysis, strategic thinking",onsite,FINANSYA-page2.pdf
Tech,Laravel/PHP/Bootstrap,,FINANSYA-page3.pdf
Git,OOP(ObjectProgramming),,FINANSYA-page3.pdf
Mysql,C/C++/MQL5(),,FINANSYA-page3.pdf
DevOps & Cloud D&C01,Odoo/Flutter CI/CD,,Fogits-page14.pdf
Description,"Lamissionconsistemettreplace’chaîneCI/CDapplicationscodéesOdoo/Flutter:✔Déployer’applicationclusterKubernetes,✔AutomatiserconstructionAndroidAPK,✔Automatisertestsperformance/intégration/unitairedétecterpoints d'améliorationpossibles,✔Superviser’application,✔AjouterAPM(ApplicationPerformanceMetrics)l'outilsupervision,✔MettreplacesolutionbackupclusterKubernetes",,Fogits-page14.pdf
Technologies,GitlabCI/Jenkins-Containerd-Prometheus-Kubernetes-Helm-Kobiton/Apptim/Headspin,,Fogits-page14.pdf
Durée,46 mois,,Fogits-page14.pdf
DevOps & Cloud,Docker/Docker-Compose-Ansible-GITLAB-CI/Jenkins-Kubernetes,"Lamissionconsistemettreplace, France",Fogits-page15.pdf
Micro-services CI/CD,Docker/Docker-Compose-Ansible-GITLAB-CI/Jenkins-Kubernetes,"D&C02, France",Fogits-page15.pdf
AI Chatbot Solution,"Odoo, Python, Linux",R&D01,Fogits-page17.pdf
Voice to Text,"Odoo, Python, Linux",R&D (Research & Development),Fogits-page18.pdf
